Gene stable ID	RefSeq mRNA predicted ID
ENSBTAG00000016932	
ENSBTAG00000016932	XM_059874742
ENSBTAG00000016932	XM_025001550
ENSBTAG00000016932	XM_010801026
ENSBTAG00000016932	XM_005201224
ENSBTAG00000016932	XM_059874759
ENSBTAG00000016932	XM_025001715
ENSBTAG00000016932	XM_005201226
ENSBTAG00000016932	XM_059874972
ENSBTAG00000016932	XM_025001795
ENSBTAG00000016932	XM_005201227
ENSBTAG00000070867	
ENSBTAG00000026972	
ENSBTAG00000004688	
ENSBTAG00000011367	
ENSBTAG00000011367	XM_024991836
ENSBTAG00000020784	
ENSBTAG00000017145	XM_024990131
ENSBTAG00000018694	XM_024991869
ENSBTAG00000018694	XM_010804755
ENSBTAG00000018694	XM_010804756
ENSBTAG00000055903	
ENSBTAG00000055903	XM_002686377
ENSBTAG00000017132	
ENSBTAG00000015931	
ENSBTAG00000044141	XM_059884561
ENSBTAG00000044141	XM_024989285
ENSBTAG00000044141	XM_024989266
ENSBTAG00000044141	XM_024989274
ENSBTAG00000044141	XM_024989290
ENSBTAG00000003036	XM_059886826
ENSBTAG00000003036	XM_059886830
ENSBTAG00000003036	XM_059886827
ENSBTAG00000003036	XM_059886828
ENSBTAG00000003036	XM_059886822
ENSBTAG00000003036	XM_059886824
ENSBTAG00000003036	XM_059886832
ENSBTAG00000003036	XM_024992391
ENSBTAG00000003036	XM_024992393
ENSBTAG00000003036	XM_059886825
ENSBTAG00000003036	XM_059886831
ENSBTAG00000003036	XM_024992396
ENSBTAG00000003036	XM_059886823
ENSBTAG00000003036	
ENSBTAG00000019801	XM_010803552
ENSBTAG00000019801	
ENSBTAG00000039686	XM_059884682
ENSBTAG00000039686	XM_059884684
ENSBTAG00000039686	XM_059884683
ENSBTAG00000039686	
ENSBTAG00000039686	XM_059884689
ENSBTAG00000039686	XM_059884687
ENSBTAG00000039686	XM_059884685
ENSBTAG00000039686	XM_059884686
ENSBTAG00000024027	XM_005201232
ENSBTAG00000024027	XM_005201230
ENSBTAG00000024027	XM_005201231
ENSBTAG00000024027	
ENSBTAG00000000074	XM_005204523
ENSBTAG00000000074	XM_005204524
ENSBTAG00000000074	XM_024989709
ENSBTAG00000000074	XM_024989708
ENSBTAG00000000074	XM_005204525
ENSBTAG00000000074	
ENSBTAG00000000074	XM_059884866
ENSBTAG00000000074	XM_015465326
ENSBTAG00000000074	XM_059884867
ENSBTAG00000015069	XM_024991968
ENSBTAG00000015069	
ENSBTAG00000013460	XM_015470868
ENSBTAG00000013460	
ENSBTAG00000013461	
ENSBTAG00000068635	
ENSBTAG00000074765	XM_002686347
ENSBTAG00000074765	
ENSBTAG00000013464	
ENSBTAG00000013464	XM_059886011
ENSBTAG00000009481	XM_005204505
ENSBTAG00000009481	
ENSBTAG00000051030	XM_059885337
ENSBTAG00000051030	XM_002707809
ENSBTAG00000030671	XM_024989802
ENSBTAG00000030671	XM_059884922
ENSBTAG00000030671	XM_059884923
ENSBTAG00000030671	
ENSBTAG00000013465	
ENSBTAG00000013465	XM_059885102
ENSBTAG00000013465	XM_059885092
ENSBTAG00000013465	XM_059885104
ENSBTAG00000013465	XM_005201234
ENSBTAG00000013465	XM_005201233
ENSBTAG00000013465	XM_024990032
ENSBTAG00000017161	
ENSBTAG00000017161	XM_059883961
ENSBTAG00000017161	XM_059883960
ENSBTAG00000030669	
ENSBTAG00000030669	XM_024989455
ENSBTAG00000030669	XM_024989456
ENSBTAG00000030669	XM_024989454
ENSBTAG00000030669	XM_024989453
ENSBTAG00000030669	XM_024989462
ENSBTAG00000030669	XM_024989463
ENSBTAG00000030669	XM_059884700
ENSBTAG00000030669	XM_010803517
ENSBTAG00000048517	
ENSBTAG00000009769	XM_010803493
ENSBTAG00000010987	XM_059888428
ENSBTAG00000010987	XM_059888399
ENSBTAG00000010987	
ENSBTAG00000065748	
ENSBTAG00000075181	
ENSBTAG00000077993	
ENSBTAG00000059596	
ENSBTAG00000077600	
ENSBTAG00000000088	XM_059886053
ENSBTAG00000000088	XM_059886023
ENSBTAG00000074567	
ENSBTAG00000064139	
ENSBTAG00000069569	
ENSBTAG00000013057	XM_059884853
ENSBTAG00000013057	XM_010801101
ENSBTAG00000013057	XM_005201317
ENSBTAG00000013057	XM_024989740
ENSBTAG00000013057	XM_010801102
ENSBTAG00000013057	XM_005201316
ENSBTAG00000013057	XM_059884843
ENSBTAG00000013057	XM_024989731
ENSBTAG00000013057	XM_024989738
ENSBTAG00000013057	XM_010801104
ENSBTAG00000013057	XM_024989734
ENSBTAG00000013057	
ENSBTAG00000068279	
ENSBTAG00000069351	
ENSBTAG00000062248	
ENSBTAG00000067325	
ENSBTAG00000003666	XM_059887786
ENSBTAG00000003666	XM_015470957
ENSBTAG00000075650	
ENSBTAG00000078800	
ENSBTAG00000062689	
ENSBTAG00000074411	
ENSBTAG00000013078	XM_059885820
ENSBTAG00000071610	
ENSBTAG00000074866	
ENSBTAG00000072089	
ENSBTAG00000010091	
ENSBTAG00000078752	
ENSBTAG00000073969	XM_010800988
ENSBTAG00000072809	
ENSBTAG00000078024	
ENSBTAG00000075335	
ENSBTAG00000047147	
ENSBTAG00000047147	XM_002684681
ENSBTAG00000059157	
ENSBTAG00000066992	
ENSBTAG00000057882	
ENSBTAG00000061675	
ENSBTAG00000004976	XM_010804087
ENSBTAG00000004976	
ENSBTAG00000004976	XM_010804089
ENSBTAG00000067264	
ENSBTAG00000076456	
ENSBTAG00000074726	
ENSBTAG00000063565	
ENSBTAG00000060188	
ENSBTAG00000056656	
ENSBTAG00000015546	XM_059886058
ENSBTAG00000015546	XM_059886054
ENSBTAG00000015546	
ENSBTAG00000015546	XM_024991311
ENSBTAG00000015546	XM_059886060
ENSBTAG00000015546	XM_024991315
ENSBTAG00000015546	XM_024991317
ENSBTAG00000015546	XM_024991313
ENSBTAG00000015546	XM_059886036
ENSBTAG00000076930	
ENSBTAG00000018180	
ENSBTAG00000018180	XM_059886716
ENSBTAG00000018180	XM_059886713
ENSBTAG00000018180	XM_059886717
ENSBTAG00000018180	XM_059886706
ENSBTAG00000018180	XM_059886714
ENSBTAG00000018180	XM_059886710
ENSBTAG00000018180	XM_059886709
ENSBTAG00000018180	XM_059886711
ENSBTAG00000018180	XM_024992169
ENSBTAG00000018180	XM_024992162
ENSBTAG00000018180	XM_059886707
ENSBTAG00000018180	XM_024992161
ENSBTAG00000018180	XM_024992160
ENSBTAG00000018180	XM_024992168
ENSBTAG00000018180	XM_024992163
ENSBTAG00000018180	XM_059886708
ENSBTAG00000018180	XM_059886712
ENSBTAG00000018180	XM_059886718
ENSBTAG00000077718	
ENSBTAG00000003131	
ENSBTAG00000058522	
ENSBTAG00000015539	
ENSBTAG00000015539	XM_059885819
ENSBTAG00000015539	XM_005205289
ENSBTAG00000015539	XM_010804110
ENSBTAG00000057723	
ENSBTAG00000059786	
ENSBTAG00000014080	
ENSBTAG00000065125	
ENSBTAG00000001416	
ENSBTAG00000057518	
ENSBTAG00000014921	
ENSBTAG00000020705	
ENSBTAG00000020705	XM_010805881
ENSBTAG00000020705	XM_024993169
ENSBTAG00000063176	
ENSBTAG00000052028	XM_005201191
ENSBTAG00000018743	
ENSBTAG00000078435	
ENSBTAG00000048630	
ENSBTAG00000046313	XM_024989702
ENSBTAG00000073899	
ENSBTAG00000078239	
ENSBTAG00000027782	
ENSBTAG00000004575	XM_059885821
ENSBTAG00000004575	XM_002686713
ENSBTAG00000071250	
ENSBTAG00000008255	
ENSBTAG00000062881	
ENSBTAG00000018745	
ENSBTAG00000018745	XM_005206047
ENSBTAG00000018745	XM_059886128
ENSBTAG00000018745	XM_059886129
ENSBTAG00000018745	XM_059886124
ENSBTAG00000018745	XM_059886127
ENSBTAG00000018745	XM_059886125
ENSBTAG00000018745	XM_059886126
ENSBTAG00000054488	
ENSBTAG00000038421	
ENSBTAG00000066199	
ENSBTAG00000069136	
ENSBTAG00000078672	
ENSBTAG00000016010	XM_005205296
ENSBTAG00000016010	XM_005205297
ENSBTAG00000016010	XM_005205294
ENSBTAG00000016010	
ENSBTAG00000075206	
ENSBTAG00000064096	
ENSBTAG00000061309	
ENSBTAG00000077525	XM_002683600
ENSBTAG00000047586	XM_005207560
ENSBTAG00000047586	XM_059887412
ENSBTAG00000075342	
ENSBTAG00000055780	
ENSBTAG00000016014	
ENSBTAG00000016014	XM_005205258
ENSBTAG00000007316	
ENSBTAG00000063968	
ENSBTAG00000043015	
ENSBTAG00000000604	
ENSBTAG00000076311	
ENSBTAG00000045438	
ENSBTAG00000042380	
ENSBTAG00000042369	
ENSBTAG00000042509	
ENSBTAG00000034700	
ENSBTAG00000073789	
ENSBTAG00000049578	
ENSBTAG00000066408	
ENSBTAG00000050543	
ENSBTAG00000076659	
ENSBTAG00000075868	XM_059884552
ENSBTAG00000075868	
ENSBTAG00000019403	
ENSBTAG00000064164	
ENSBTAG00000064164	XM_002688067
ENSBTAG00000049354	
ENSBTAG00000076145	XM_002684700
ENSBTAG00000053871	
ENSBTAG00000056659	
ENSBTAG00000077675	XM_059885335
ENSBTAG00000077675	XM_005204529
ENSBTAG00000077675	XM_002686348
ENSBTAG00000019406	XM_059885707
ENSBTAG00000019406	XM_059885708
ENSBTAG00000019406	
ENSBTAG00000024888	XM_024993001
ENSBTAG00000024888	XM_024993002
ENSBTAG00000072094	
ENSBTAG00000077971	
ENSBTAG00000079174	
ENSBTAG00000075780	
ENSBTAG00000060230	
ENSBTAG00000073282	
ENSBTAG00000078810	
ENSBTAG00000017045	
ENSBTAG00000012622	XM_059885654
ENSBTAG00000012622	XM_059885655
ENSBTAG00000012622	XM_010804100
ENSBTAG00000012622	XM_010804103
ENSBTAG00000012622	XM_010804098
ENSBTAG00000072314	
ENSBTAG00000068608	
ENSBTAG00000075387	
ENSBTAG00000070678	
ENSBTAG00000074240	
ENSBTAG00000048273	XM_002688056
ENSBTAG00000048273	XM_010805880
ENSBTAG00000013010	XM_059885765
ENSBTAG00000013010	XM_005205279
ENSBTAG00000013010	XM_015468652
ENSBTAG00000013010	XM_005205280
ENSBTAG00000013010	
ENSBTAG00000071608	
ENSBTAG00000077860	
ENSBTAG00000010350	
ENSBTAG00000010350	XM_059887850
ENSBTAG00000010350	XM_003586178
ENSBTAG00000010350	XM_024993481
ENSBTAG00000009023	XM_002687188
ENSBTAG00000014711	
ENSBTAG00000014711	XM_059885823
ENSBTAG00000014711	XM_005205256
ENSBTAG00000070515	
ENSBTAG00000017549	
ENSBTAG00000006159	XM_005202435
ENSBTAG00000006159	
ENSBTAG00000076728	
ENSBTAG00000054987	
ENSBTAG00000054987	XM_024990889
ENSBTAG00000054987	XM_059885733
ENSBTAG00000060657	
ENSBTAG00000005562	XM_024975593
ENSBTAG00000005562	XM_059875114
ENSBTAG00000005562	XM_024975591
ENSBTAG00000005562	XM_005202449
ENSBTAG00000005562	XM_024975592
ENSBTAG00000005562	
ENSBTAG00000002574	XM_059887614
ENSBTAG00000015666	XM_024991019
ENSBTAG00000015666	
ENSBTAG00000072988	
ENSBTAG00000060897	
ENSBTAG00000006434	
ENSBTAG00000006434	XM_005207587
ENSBTAG00000065256	
ENSBTAG00000003619	
ENSBTAG00000003619	XM_059887852
ENSBTAG00000003619	XM_024993484
ENSBTAG00000003619	XM_024993483
ENSBTAG00000003619	XM_059887853
ENSBTAG00000003619	XM_059887854
ENSBTAG00000073493	
ENSBTAG00000062138	
ENSBTAG00000071853	XM_059878284
ENSBTAG00000072833	
ENSBTAG00000021313	
ENSBTAG00000021313	XM_005205269
ENSBTAG00000021313	XM_005205271
ENSBTAG00000021313	XM_005205270
ENSBTAG00000075801	
ENSBTAG00000001435	
ENSBTAG00000063157	
ENSBTAG00000063488	
ENSBTAG00000010634	
ENSBTAG00000044968	
ENSBTAG00000044934	
ENSBTAG00000044603	
ENSBTAG00000012111	XM_059887586
ENSBTAG00000012111	XM_015471480
ENSBTAG00000012111	XM_024993343
ENSBTAG00000012111	XM_024993342
ENSBTAG00000012111	XM_024993341
ENSBTAG00000012111	XM_059887584
ENSBTAG00000012111	XM_059887583
ENSBTAG00000012111	XM_059887585
ENSBTAG00000012111	XM_005207569
ENSBTAG00000028582	
ENSBTAG00000045162	
ENSBTAG00000004587	XM_010804772
ENSBTAG00000045335	
ENSBTAG00000018731	XM_024994119
ENSBTAG00000018731	XM_024994118
ENSBTAG00000018731	XM_002684722
ENSBTAG00000018731	XM_005201253
ENSBTAG00000033449	XM_059885827
ENSBTAG00000033449	XM_059885826
ENSBTAG00000033449	XM_059885828
ENSBTAG00000033449	XM_059885829
ENSBTAG00000033449	XM_059885824
ENSBTAG00000033449	XM_024991022
ENSBTAG00000000687	
ENSBTAG00000000687	XM_005206058
ENSBTAG00000000687	XM_059886478
ENSBTAG00000000687	XM_015470898
ENSBTAG00000000687	XM_005206056
ENSBTAG00000000687	XM_005206054
ENSBTAG00000018133	XM_010804147
ENSBTAG00000018133	XM_024990793
ENSBTAG00000018133	XM_010804145
ENSBTAG00000018133	
ENSBTAG00000078418	XM_059878300
ENSBTAG00000004945	
ENSBTAG00000014920	
ENSBTAG00000014920	XM_003585955
ENSBTAG00000048151	
ENSBTAG00000048151	XM_059878296
ENSBTAG00000048151	XM_024980557
ENSBTAG00000048151	XM_010802067
ENSBTAG00000048151	XM_002685353
ENSBTAG00000048151	XM_010802062
ENSBTAG00000048151	XM_059878289
ENSBTAG00000048151	XM_010802065
ENSBTAG00000048151	XM_010802064
ENSBTAG00000048151	XM_003585746
ENSBTAG00000048151	XM_010802061
ENSBTAG00000018432	
ENSBTAG00000018432	XM_005206043
ENSBTAG00000018432	XM_010804761
ENSBTAG00000017350	
ENSBTAG00000017350	XM_024991035
ENSBTAG00000026851	XM_059877315
ENSBTAG00000026851	
ENSBTAG00000026851	XM_005202496
ENSBTAG00000026851	XM_005202499
ENSBTAG00000026851	XM_010802031
ENSBTAG00000020569	
ENSBTAG00000020569	XM_024990483
ENSBTAG00000020569	XM_024990487
ENSBTAG00000020569	XM_024990477
ENSBTAG00000020569	XM_024990479
ENSBTAG00000020569	XM_024990476
ENSBTAG00000020569	XM_024990486
ENSBTAG00000020569	XM_024990485
ENSBTAG00000020569	XM_024990480
ENSBTAG00000020569	XM_024990478
ENSBTAG00000020569	XM_024990482
ENSBTAG00000020569	XM_024990481
ENSBTAG00000020569	XM_024990484
ENSBTAG00000004943	
ENSBTAG00000004942	XM_010805859
ENSBTAG00000062096	
ENSBTAG00000047203	XM_005206074
ENSBTAG00000047203	
ENSBTAG00000001887	XM_059875855
ENSBTAG00000001887	XM_024976528
ENSBTAG00000001887	XM_024976537
ENSBTAG00000001887	XM_024976530
ENSBTAG00000001887	
ENSBTAG00000021746	XM_015471478
ENSBTAG00000021746	
ENSBTAG00000027900	XM_059886784
ENSBTAG00000027900	XM_059886783
ENSBTAG00000027900	XM_005206079
ENSBTAG00000027900	XM_059886782
ENSBTAG00000015962	
ENSBTAG00000065668	XM_059887662
ENSBTAG00000065668	
ENSBTAG00000014977	
ENSBTAG00000005653	XM_005205304
ENSBTAG00000005653	XM_010804131
ENSBTAG00000005653	XM_059885832
ENSBTAG00000005653	XM_010804130
ENSBTAG00000005653	
ENSBTAG00000009552	
ENSBTAG00000009552	XM_005206044
ENSBTAG00000009552	XM_059886123
ENSBTAG00000009552	XM_024991382
ENSBTAG00000009552	XM_010804765
ENSBTAG00000009552	XM_024991379
ENSBTAG00000002297	
ENSBTAG00000002297	XM_005202405
ENSBTAG00000012658	
ENSBTAG00000021535	
ENSBTAG00000021535	XM_024990440
ENSBTAG00000021535	XM_024990439
ENSBTAG00000008947	XM_059887432
ENSBTAG00000008947	XM_005207565
ENSBTAG00000034844	
ENSBTAG00000070875	
ENSBTAG00000007035	XM_059886728
ENSBTAG00000074208	
ENSBTAG00000072770	
ENSBTAG00000071073	XM_024992399
ENSBTAG00000070620	
ENSBTAG00000072424	
ENSBTAG00000058209	
ENSBTAG00000078789	
ENSBTAG00000038283	XM_005205278
ENSBTAG00000058476	
ENSBTAG00000074891	
ENSBTAG00000058919	
ENSBTAG00000073582	
ENSBTAG00000077537	
ENSBTAG00000070256	
ENSBTAG00000071415	
ENSBTAG00000072179	
ENSBTAG00000020878	XM_059885835
ENSBTAG00000020878	XM_015468728
ENSBTAG00000020878	XM_059885833
ENSBTAG00000020878	XM_059885834
ENSBTAG00000020878	XM_005205307
ENSBTAG00000020878	XM_024991034
ENSBTAG00000020878	XM_002686719
ENSBTAG00000020878	XM_059885836
ENSBTAG00000020878	
ENSBTAG00000061270	
ENSBTAG00000075767	
ENSBTAG00000063943	
ENSBTAG00000059242	
ENSBTAG00000065558	
ENSBTAG00000077714	
ENSBTAG00000070645	
ENSBTAG00000078964	
ENSBTAG00000071923	
ENSBTAG00000072480	
ENSBTAG00000061118	
ENSBTAG00000056940	
ENSBTAG00000077891	
ENSBTAG00000072396	
ENSBTAG00000062545	
ENSBTAG00000077076	
ENSBTAG00000063808	
ENSBTAG00000073084	
ENSBTAG00000078313	
ENSBTAG00000071335	
ENSBTAG00000074299	
ENSBTAG00000068079	
ENSBTAG00000077141	
ENSBTAG00000074617	
ENSBTAG00000078272	
ENSBTAG00000019276	XM_059885837
ENSBTAG00000060291	
ENSBTAG00000062890	
ENSBTAG00000067138	
ENSBTAG00000057766	
ENSBTAG00000004023	XM_059885575
ENSBTAG00000004023	XM_059885573
ENSBTAG00000004023	XM_059885571
ENSBTAG00000004023	XM_059885572
ENSBTAG00000004023	XM_024990674
ENSBTAG00000004023	XM_024990673
ENSBTAG00000004023	XM_024990675
ENSBTAG00000004023	XM_015468558
ENSBTAG00000004023	
ENSBTAG00000070946	
ENSBTAG00000056783	
ENSBTAG00000052400	
ENSBTAG00000013472	XM_059885409
ENSBTAG00000013472	
ENSBTAG00000068599	
ENSBTAG00000069170	
ENSBTAG00000063597	
ENSBTAG00000066231	
ENSBTAG00000077042	
ENSBTAG00000078388	
ENSBTAG00000068959	
ENSBTAG00000065251	
ENSBTAG00000078373	
ENSBTAG00000072190	
ENSBTAG00000076749	
ENSBTAG00000077451	
ENSBTAG00000071622	
ENSBTAG00000078673	
ENSBTAG00000061142	
ENSBTAG00000079014	
ENSBTAG00000065211	
ENSBTAG00000061797	
ENSBTAG00000075933	
ENSBTAG00000078089	
ENSBTAG00000053694	
ENSBTAG00000044646	
ENSBTAG00000062550	
ENSBTAG00000069353	
ENSBTAG00000044317	
ENSBTAG00000070314	
ENSBTAG00000067295	
ENSBTAG00000043530	
ENSBTAG00000072247	
ENSBTAG00000066807	
ENSBTAG00000075831	
ENSBTAG00000045154	
ENSBTAG00000042323	
ENSBTAG00000045384	
ENSBTAG00000057932	
ENSBTAG00000045764	
ENSBTAG00000044874	
ENSBTAG00000078777	
ENSBTAG00000076195	
ENSBTAG00000018989	
ENSBTAG00000024394	
ENSBTAG00000024394	XM_059885665
ENSBTAG00000006138	
ENSBTAG00000006138	XM_059885534
ENSBTAG00000006138	XM_024990627
ENSBTAG00000017664	
ENSBTAG00000017664	XM_059885413
ENSBTAG00000017664	XM_005205315
ENSBTAG00000017664	XM_005205314
ENSBTAG00000009109	XM_015468213
ENSBTAG00000009109	XM_010804013
ENSBTAG00000009109	
ENSBTAG00000009109	XM_059885795
ENSBTAG00000009109	XM_005205168
ENSBTAG00000009109	XM_002686656
ENSBTAG00000009109	XM_010804014
ENSBTAG00000014220	XM_024990676
ENSBTAG00000051416	
ENSBTAG00000033806	XM_002686712
ENSBTAG00000071221	
ENSBTAG00000053050	
ENSBTAG00000068319	
ENSBTAG00000070859	
ENSBTAG00000012456	
ENSBTAG00000012456	XM_005205139
ENSBTAG00000012456	XM_005205140
ENSBTAG00000012456	XM_005205142
ENSBTAG00000012456	XM_059885543
ENSBTAG00000012456	XM_024990630
ENSBTAG00000012456	XM_059885542
ENSBTAG00000012456	XM_015468103
ENSBTAG00000012456	XM_024990633
ENSBTAG00000067403	
ENSBTAG00000068558	
ENSBTAG00000078573	
ENSBTAG00000052947	
ENSBTAG00000021458	
ENSBTAG00000021458	XM_024990985
ENSBTAG00000077619	
ENSBTAG00000055606	
ENSBTAG00000078691	
ENSBTAG00000072815	
ENSBTAG00000071540	
ENSBTAG00000014255	
ENSBTAG00000062553	
ENSBTAG00000075236	
ENSBTAG00000072400	
ENSBTAG00000060541	
ENSBTAG00000072699	
ENSBTAG00000074096	
ENSBTAG00000074146	
ENSBTAG00000057082	
ENSBTAG00000079046	
ENSBTAG00000078344	
ENSBTAG00000063304	
ENSBTAG00000071305	
ENSBTAG00000018645	
ENSBTAG00000075082	
ENSBTAG00000056336	
ENSBTAG00000015925	
ENSBTAG00000074738	
ENSBTAG00000015356	
ENSBTAG00000015356	XM_024990448
ENSBTAG00000015356	XM_005205126
ENSBTAG00000015356	XM_010803981
ENSBTAG00000015356	XM_005205127
ENSBTAG00000015356	XM_005205125
ENSBTAG00000078600	
ENSBTAG00000074432	
ENSBTAG00000078004	
ENSBTAG00000060622	
ENSBTAG00000055637	
ENSBTAG00000069041	
ENSBTAG00000017458	
ENSBTAG00000017458	XM_059885725
ENSBTAG00000064264	
ENSBTAG00000046588	XM_005205458
ENSBTAG00000069212	
ENSBTAG00000021869	XM_059885735
ENSBTAG00000021869	XM_005205461
ENSBTAG00000076423	
ENSBTAG00000075124	
ENSBTAG00000002154	
ENSBTAG00000002154	XM_059885870
ENSBTAG00000002154	XM_059885869
ENSBTAG00000002154	XM_015469385
ENSBTAG00000073005	
ENSBTAG00000062250	
ENSBTAG00000003490	XM_015469371
ENSBTAG00000003490	XM_005205454
ENSBTAG00000003490	XM_015469366
ENSBTAG00000003490	XM_059885500
ENSBTAG00000003490	XM_015469370
ENSBTAG00000003490	XM_015469368
ENSBTAG00000003490	
ENSBTAG00000071276	
ENSBTAG00000066096	XM_024990997
ENSBTAG00000066096	
ENSBTAG00000066096	XM_005205232
ENSBTAG00000066096	XM_003585942
ENSBTAG00000066096	XM_005205230
ENSBTAG00000066096	XM_010804056
ENSBTAG00000066096	XM_059885799
ENSBTAG00000069032	
ENSBTAG00000070945	
ENSBTAG00000072632	
ENSBTAG00000072208	
ENSBTAG00000018119	
ENSBTAG00000018119	XM_015469383
ENSBTAG00000064941	
ENSBTAG00000068990	
ENSBTAG00000069086	
ENSBTAG00000059634	
ENSBTAG00000007680	
ENSBTAG00000043519	
ENSBTAG00000071446	
ENSBTAG00000044967	
ENSBTAG00000002293	
ENSBTAG00000078337	
ENSBTAG00000043038	
ENSBTAG00000074674	
ENSBTAG00000078047	
ENSBTAG00000005997	XM_024991021
ENSBTAG00000021282	
ENSBTAG00000021282	XM_024990507
ENSBTAG00000021282	XM_015468052
ENSBTAG00000021282	XM_010803989
ENSBTAG00000021282	XM_010803990
ENSBTAG00000021282	XM_015468060
ENSBTAG00000021282	XM_015468070
ENSBTAG00000021282	XM_010803992
ENSBTAG00000006161	XM_024990407
ENSBTAG00000006161	XM_024990408
ENSBTAG00000067784	
ENSBTAG00000062162	
ENSBTAG00000012615	
ENSBTAG00000012615	XM_059876060
ENSBTAG00000021204	XM_010804218
ENSBTAG00000021204	XM_059885658
ENSBTAG00000021204	XM_005205432
ENSBTAG00000059156	
ENSBTAG00000021469	XM_059885861
ENSBTAG00000021469	XM_059885862
ENSBTAG00000021469	XM_005205448
ENSBTAG00000021469	
ENSBTAG00000024426	XM_015468128
ENSBTAG00000024426	XM_059885697
ENSBTAG00000024426	XM_059885696
ENSBTAG00000024426	XM_015468127
ENSBTAG00000024426	XM_010804004
ENSBTAG00000024426	XM_024990825
ENSBTAG00000024426	XM_024990823
ENSBTAG00000024426	XM_059885699
ENSBTAG00000024426	XM_059885698
ENSBTAG00000024426	
ENSBTAG00000024426	XM_059885702
ENSBTAG00000024426	XM_059885701
ENSBTAG00000024426	XM_059885700
ENSBTAG00000006589	
ENSBTAG00000015654	
ENSBTAG00000047426	
ENSBTAG00000047426	XM_024980704
ENSBTAG00000034645	
ENSBTAG00000019683	
ENSBTAG00000019683	XM_059880186
ENSBTAG00000019683	XM_059880188
ENSBTAG00000019683	XM_002685362
ENSBTAG00000008361	
ENSBTAG00000006907	XM_024980648
ENSBTAG00000006907	XM_024980641
ENSBTAG00000006907	XM_024980629
ENSBTAG00000006907	XM_024980605
ENSBTAG00000006907	XM_024980615
ENSBTAG00000006907	XM_024980597
ENSBTAG00000006907	XM_024980562
ENSBTAG00000006907	XM_024980645
ENSBTAG00000006907	XM_024980637
ENSBTAG00000006907	XM_024980632
ENSBTAG00000006907	XM_024980609
ENSBTAG00000006907	XM_024980576
ENSBTAG00000006907	XM_024980592
ENSBTAG00000006907	XM_024980568
ENSBTAG00000006907	XM_059878341
ENSBTAG00000006907	XM_024980581
ENSBTAG00000006907	XM_024980573
ENSBTAG00000006907	XM_024980560
ENSBTAG00000006907	XM_024980659
ENSBTAG00000006907	
ENSBTAG00000012267	XM_059886811
ENSBTAG00000012267	XM_059886809
ENSBTAG00000012267	XM_059886807
ENSBTAG00000012267	XM_003586031
ENSBTAG00000012267	XM_059886810
ENSBTAG00000012267	XM_059886808
ENSBTAG00000012267	XM_010804736
ENSBTAG00000012267	
ENSBTAG00000018185	
ENSBTAG00000014069	
ENSBTAG00000052417	XM_003586032
ENSBTAG00000052417	
ENSBTAG00000027134	
ENSBTAG00000027134	XM_024990884
ENSBTAG00000027134	XM_059885730
ENSBTAG00000027134	XM_005205163
ENSBTAG00000027134	XM_059885732
ENSBTAG00000027134	XM_059885729
ENSBTAG00000027134	XM_005205165
ENSBTAG00000027134	XM_005205164
ENSBTAG00000027134	XM_059885731
ENSBTAG00000000169	XM_024990445
ENSBTAG00000000169	
ENSBTAG00000012272	
ENSBTAG00000008097	
ENSBTAG00000053598	
ENSBTAG00000004427	XM_005206023
ENSBTAG00000004427	
ENSBTAG00000004427	XM_024992384
ENSBTAG00000004427	XM_059886818
ENSBTAG00000004427	XM_059886817
ENSBTAG00000004427	XM_024992381
ENSBTAG00000004427	XM_024992380
ENSBTAG00000004427	XM_059886815
ENSBTAG00000004427	XM_059886816
ENSBTAG00000010756	
ENSBTAG00000010756	XM_005205387
ENSBTAG00000010756	XM_059885379
ENSBTAG00000010756	XM_059885380
ENSBTAG00000010756	XM_005205389
ENSBTAG00000010756	XM_015469083
ENSBTAG00000010756	XM_059885378
ENSBTAG00000010756	XM_005205386
ENSBTAG00000010756	XM_005205388
ENSBTAG00000070878	XM_002707818
ENSBTAG00000070878	
ENSBTAG00000003773	XM_010804017
ENSBTAG00000003773	XM_024990983
ENSBTAG00000003773	XM_024990984
ENSBTAG00000021756	
ENSBTAG00000021756	XM_010804732
ENSBTAG00000052508	
ENSBTAG00000006733	XM_024990932
ENSBTAG00000013406	
ENSBTAG00000014228	XM_059885692
ENSBTAG00000014228	XM_059885688
ENSBTAG00000014228	XM_005205435
ENSBTAG00000014228	XM_059885690
ENSBTAG00000014228	XM_059885689
